original_price,discount_rate,user_offer,round_number,category_encoded,gap_pct,threshold_gap_pct,user_offer_pct,round_progress,is_regular,total_orders,tenure_days,loyalty_factor,negotiation_momentum,aggression_score,price_anchor_ratio,deal_prob_estimate,market_encoded,abs_gap_norm,prev_user_offer_pct,ai_counter_offer
9200,0.10516264787109568,8370,3,3,0.0902,0.0152,0.9096,0.5,0,3,12,0.0,0.0522,0.7113,0.9098,0.0761,1,0.0847,0.8574,8230
6800,0.20156528468721263,4900,5,3,0.2794,-0.0779,0.721,0.8333,1,11,449,0.029,0.0426,1.0,0.7206,0.0,2,0.1939,0.6777,5430
4330,0.13251177192502955,4120,6,0,0.0485,0.0831,0.9512,1.0,0,3,18,0.0,0.0739,0.0,0.9515,0.5543,2,0.0026,0.8768,3760
6740,0.12512330505452768,5630,5,2,0.1647,-0.0401,0.8347,0.8333,0,2,22,0.0,0.0297,1.0,0.8353,0.0,0,0.0563,0.806,5900
72560,0.17894912909525562,70530,3,0,0.028,0.1509,0.9721,0.5,0,3,20,0.0,0.0463,0.0,0.972,0.75,1,0.0255,0.9258,59580
1800,0.3434247454138133,1460,4,5,0.1889,0.1556,0.8105,0.6667,1,44,139,0.0496,0.0222,0.0968,0.8111,0.8746,0,0.0701,0.7872,1180
6200,0.2711637460792445,4750,5,3,0.2339,0.0371,0.7657,0.8333,1,59,191,0.06,0.0419,0.7262,0.7661,0.2403,2,0.148,0.7237,4520
28730,0.26558261302742836,27400,1,0,0.0463,0.2193,0.9538,0.1667,0,3,16,0.0,0.0,0.0,0.9537,0.5833,2,0.0167,0.9538,24920
19640,0.16204456868238726,17350,1,2,0.1166,0.0453,0.8833,0.1667,1,33,601,0.057,0.0,0.4403,0.8834,0.1863,1,0.1162,0.8833,16460
27850,0.18499642487129464,25760,3,0,0.075,0.1099,0.9251,0.5,1,36,694,0.06,0.0054,0.0,0.925,0.5823,0,0.0263,0.9195,22700
7760,0.2886523190353936,4640,5,2,0.4021,-0.1134,0.5974,0.8333,1,58,343,0.06,0.0142,1.0,0.5979,0.0,2,0.1584,0.5834,5520
3180,0.4357827344072712,2210,4,5,0.305,0.1321,0.6934,0.6667,0,3,15,0.0,0.044,0.3957,0.695,0.7338,1,0.2,0.6509,1790
6110,0.13767753065113142,3240,3,1,0.4697,-0.3322,0.5298,0.5,1,52,1056,0.06,0.0295,1.0,0.5303,0.0,2,0.1939,0.5,5270
63870,0.23838741122486223,42650,3,0,0.3322,-0.0938,0.6677,0.5,1,36,812,0.06,0.0457,1.0,0.6678,0.0,1,0.2669,0.6221,48640
10200,0.3463715826557356,6160,5,2,0.3961,-0.05,0.6036,0.8333,0,4,20,0.0,0.0206,1.0,0.6039,0.0,1,0.2051,0.5833,6670
1670,0.4035893000075441,1110,2,2,0.3353,0.0659,0.6668,0.3333,0,2,19,0.0,0.0599,0.6716,0.6647,0.2927,2,0.0284,0.6029,1190
610,0.13487782574457535,530,5,4,0.1311,0.0,0.8701,0.8333,0,2,2,0.0,0.0656,1.0,0.8689,0.0,2,0.0421,0.8032,530
10140,0.35987271054705655,8010,1,1,0.2101,0.1499,0.7903,0.1667,0,2,8,0.0,0.0,0.1671,0.7899,0.5829,1,0.1439,0.7903,6730
5880,0.13078792736776734,5740,2,1,0.0238,0.1071,0.9755,0.3333,0,3,9,0.0,0.0323,0.0,0.9762,0.4762,0,0.0095,0.9445,5110
2760,0.34088505203504027,1890,1,5,0.3152,0.0254,0.6841,0.1667,1,29,1149,0.06,0.0,0.8511,0.6848,0.1045,0,0.1794,0.6841,1820
13370,0.3613897733525753,10270,2,1,0.2319,0.1294,0.7682,0.3333,0,3,26,0.0,0.0277,0.2836,0.7681,0.5751,1,0.2095,0.7407,8540
48840,0.13468752692671632,37220,2,0,0.2379,-0.1032,0.762,0.3333,1,49,402,0.06,0.0276,1.0,0.7621,0.0,1,0.1462,0.7344,42260
10540,0.12452631504117134,5490,5,2,0.4791,-0.3548,0.5205,0.8333,0,1,28,0.0,0.0209,1.0,0.5209,0.0,1,0.2563,0.5,9230
2210,0.16923376054991612,1860,6,3,0.1584,0.009,0.8397,1.0,1,30,581,0.0532,0.0769,0.8919,0.8416,0.0635,2,0.0357,0.7661,1840
890,0.10157432760683703,560,4,4,0.3708,-0.2697,0.6325,0.6667,0,2,2,0.0,0.0225,1.0,0.6292,0.0,0,0.1737,0.6118,800
9230,0.09897548246705362,6710,2,3,0.273,-0.1744,0.7271,0.3333,1,47,1020,0.06,0.0206,1.0,0.727,0.0,1,0.2571,0.7067,8320
1490,0.13899693038164038,890,6,4,0.4027,-0.2617,0.5983,1.0,1,39,457,0.0573,0.0134,1.0,0.5973,0.0,1,0.3158,0.5816,1280
10140,0.40253930888031936,9740,6,2,0.0394,0.3629,0.961,1.0,1,20,385,0.0354,0.0345,0.0,0.9606,1.0,1,0.0203,0.9262,6060
1500,0.08720320954784917,950,2,3,0.3667,-0.28,0.6316,0.3333,0,1,8,0.0,0.08,1.0,0.6333,0.0,0,0.0561,0.5556,1370
7200,0.2009248656793482,6920,5,1,0.0389,0.1625,0.9606,0.8333,0,2,6,0.0,0.0542,0.0,0.9611,0.9167,2,0.0189,0.9067,5750
4960,0.4657311945742764,4310,5,5,0.131,0.3347,0.8683,0.8333,0,2,1,0.0,0.0746,0.0,0.869,0.9167,1,0.134,0.7936,2650
53830,0.15022136229324184,47910,3,0,0.11,0.0403,0.89,0.5,1,25,819,0.0578,0.0596,0.4635,0.89,0.2132,1,0.0745,0.8303,45740
1480,0.16057011310950955,1410,6,4,0.0473,0.1149,0.9498,1.0,0,4,20,0.0,0.027,0.0,0.9527,0.7658,2,0.0368,0.9285,1240
7750,0.11790752096849455,5550,1,2,0.2839,-0.1665,0.7157,0.1667,0,1,23,0.0,0.0,1.0,0.7161,0.0,1,0.1117,0.7157,6840
2430,0.2597049407094167,1920,3,5,0.2099,0.0494,0.7883,0.5,0,0,29,0.0,0.0412,0.619,0.7901,0.2469,1,0.1052,0.7492,1800
850,0.1510468302902995,690,4,4,0.1882,-0.0353,0.814,0.6667,1,59,1070,0.06,0.0118,1.0,0.8118,0.0,1,0.0842,0.8031,720
8540,0.06701149124374184,8320,6,2,0.0258,0.041,0.9741,1.0,0,3,19,0.0,0.0164,0.0,0.9742,0.2732,1,0.0112,0.9576,7970
8270,0.22723232902366008,6830,2,1,0.1741,0.0532,0.8261,0.3333,0,3,10,0.0,0.0109,0.5319,0.8259,0.2365,0,0.0973,0.8154,6390
24330,0.07811859244621018,20440,2,0,0.1599,-0.0818,0.84,0.3333,1,15,748,0.0449,0.0218,1.0,0.8401,0.0,0,0.0489,0.8182,22430
46630,0.09736860439976784,35570,2,0,0.2372,-0.1398,0.7628,0.3333,0,1,25,0.0,0.024,1.0,0.7628,0.0,2,0.1391,0.7388,43430
280,0.19143382912388052,230,6,4,0.1786,0.0,0.8379,1.0,0,0,18,0.0,0.0357,1.0,0.8214,0.0,0,0.0263,0.7817,230
1750,0.19947230441479807,1240,6,4,0.2914,-0.0914,0.7104,1.0,1,31,577,0.0541,0.0229,1.0,0.7086,0.0,0,0.2684,0.6855,1400
13820,0.3401070566453692,10820,6,1,0.2171,0.123,0.7828,1.0,0,1,14,0.0,0.0478,0.2766,0.7829,0.8201,0,0.2027,0.7348,9120
13510,0.16986063302082738,7200,3,1,0.4671,-0.2976,0.5327,0.5,0,4,19,0.0,0.0326,1.0,0.5329,0.0,2,0.4264,0.5,11220
4160,0.40817402924838597,2840,3,5,0.3173,0.0913,0.6816,0.5,1,49,419,0.06,0.0601,0.5529,0.6827,0.4841,1,0.2722,0.6228,2460
3350,0.11409426086534366,2590,3,5,0.2269,-0.1134,0.7738,0.5,0,2,4,0.0,0.0388,1.0,0.7731,0.0,0,0.1567,0.7334,2970
230,0.18681770732463449,190,5,4,0.1739,0.0,0.8184,0.8333,0,1,17,0.0,0.0435,1.0,0.8261,0.0,0,0.0211,0.7927,190
4540,0.4867383557455002,4020,3,1,0.1145,0.3722,0.8849,0.5,0,4,1,0.0,0.0419,0.0,0.8855,0.75,1,0.0351,0.8434,2330
630,0.05117325828986379,580,3,4,0.0794,-0.0317,0.9285,0.5,0,1,27,0.0,0.0159,1.0,0.9206,0.0,0,0.0263,0.911,600
9200,0.2953859422587715,7800,2,3,0.1522,0.1435,0.848,0.3333,0,0,28,0.0,0.0641,0.0294,0.8478,0.6377,1,0.1429,0.7838,6480
6690,0.39635117447042584,5730,6,1,0.1435,0.2526,0.857,1.0,0,1,6,0.0,0.0688,0.0,0.8565,1.0,1,0.0649,0.788,4040
3600,0.29481322580431857,3150,6,5,0.125,0.1694,0.8758,1.0,1,39,228,0.0481,0.0472,0.0,0.875,1.0,0,0.0928,0.8273,2540
1870,0.09480179938680539,1530,4,4,0.1818,-0.0856,0.8168,0.6667,1,5,148,0.0109,0.0374,1.0,0.8182,0.0,1,0.1789,0.7796,1690
6520,0.20524588406478617,5370,2,0,0.1764,0.0291,0.8232,0.3333,0,3,1,0.0,0.0414,0.7164,0.8236,0.1295,0,0.0145,0.7818,5180
1720,0.18447177702336698,1540,6,4,0.1047,0.0814,0.8952,1.0,0,1,3,0.0,0.0349,0.125,0.8953,0.5426,1,0.0947,0.858,1400
1820,0.15748171703045388,1680,1,4,0.0769,0.0824,0.9256,0.1667,1,12,35,0.0134,0.0,0.0,0.9231,0.3248,1,0.0737,0.9256,1530
2400,0.48772225808453995,2280,6,5,0.05,0.4375,0.9508,1.0,0,0,12,0.0,0.0542,0.0,0.95,1.0,1,0.0247,0.8975,1230
11360,0.3660079628228914,10760,1,1,0.0528,0.3134,0.9469,0.1667,1,27,987,0.06,0.0,0.0,0.9472,0.6183,1,0.0405,0.9469,7200
2580,0.12228331722534228,1440,2,3,0.4419,-0.3178,0.5563,0.3333,0,4,22,0.0,0.0194,1.0,0.5581,0.0,2,0.1163,0.54,2260
850,0.0948745384878742,790,1,3,0.0706,0.0235,0.9264,0.1667,0,2,27,0.0,0.0,0.5,0.9294,0.0915,0,0.0061,0.9264,770
48890,0.1798350846738686,41290,6,0,0.1555,0.0243,0.8446,1.0,0,2,9,0.0,0.007,0.7292,0.8445,0.1623,1,0.0956,0.8376,40100
3550,0.4292817850051699,2880,6,5,0.1887,0.2394,0.8124,1.0,0,2,7,0.0,0.0169,0.0,0.8113,1.0,2,0.1381,0.7942,2030
4610,0.21990996819534003,3000,2,5,0.3492,-0.1302,0.6501,0.3333,0,4,2,0.0,0.0174,1.0,0.6508,0.0,2,0.332,0.6332,3600
13610,0.4381387517659178,12640,6,2,0.0713,0.3666,0.9286,1.0,1,12,650,0.038,0.0294,0.0,0.9287,1.0,1,0.0492,0.8992,7650
14710,0.21306213570905463,11450,5,1,0.2216,-0.0088,0.7784,0.8333,0,3,18,0.0,0.0666,1.0,0.7784,0.0,0,0.2203,0.7117,11580
12190,0.49389213832224066,7670,2,1,0.3708,0.1231,0.629,0.3333,0,3,18,0.0,0.0632,0.5017,0.6292,0.5469,0,0.3054,0.5661,6630
55810,0.1447119191890135,52240,5,0,0.064,0.0808,0.9361,0.8333,1,8,598,0.0319,0.0125,0.0,0.936,0.5096,1,0.0449,0.9236,47730
510,0.31642320884276764,470,1,5,0.0784,0.2353,0.9193,0.1667,0,1,1,0.0,0.0,0.0,0.9216,0.5833,2,0.0082,0.9193,350
3990,0.5427879394036726,3860,6,1,0.0326,0.5113,0.9674,1.0,1,21,900,0.057,0.0727,0.0,0.9674,1.0,0,0.0088,0.8955,1820
12250,0.5391505503217424,6840,5,1,0.4416,0.0971,0.5586,0.8333,0,0,7,0.0,0.0588,0.6394,0.5584,0.5937,1,0.3655,0.5,5650
47600,0.1015151245328159,39630,4,0,0.1674,-0.066,0.8325,0.6667,0,3,10,0.0,0.0527,1.0,0.8326,0.0,2,0.1003,0.7798,42800
510,0.17605962531538188,270,5,4,0.4706,-0.2941,0.5244,0.8333,1,23,794,0.0548,0.0196,1.0,0.5294,0.0,1,0.1263,0.5,420
6490,0.3192601735997226,3650,1,3,0.4376,-0.1186,0.5628,0.1667,0,2,25,0.0,0.0,1.0,0.5624,0.0,1,0.2898,0.5628,4720
1600,0.1662764136710604,1290,5,4,0.1938,-0.025,0.8083,0.8333,0,3,7,0.0,0.0,1.0,0.8063,0.0,2,0.1632,0.8071,1330
8090,0.265950516880466,6660,3,1,0.1768,0.089,0.8229,0.5,1,54,1003,0.06,0.0321,0.3302,0.8232,0.4717,1,0.0966,0.7909,5940
460,0.10211678348389142,320,4,4,0.3043,-0.1957,0.7052,0.6667,0,4,14,0.0,0.0217,1.0,0.6957,0.0,0,0.0737,0.6838,410
2030,0.06165011377858384,1490,2,5,0.266,-0.202,0.7326,0.3333,1,29,882,0.06,0.0296,1.0,0.734,0.0,1,0.1113,0.7032,1900
2770,0.166826283146559,1760,6,2,0.3646,-0.1986,0.6362,1.0,0,1,18,0.0,0.0542,1.0,0.6354,0.0,1,0.0513,0.5825,2310
10720,0.39871406989705643,9300,5,1,0.1325,0.2659,0.8674,0.8333,0,0,20,0.0,0.0028,0.0,0.8675,0.9167,2,0.0959,0.8649,6450
1560,0.10518060437542406,1310,2,3,0.1603,-0.0577,0.8404,0.3333,1,12,408,0.0283,0.0641,1.0,0.8397,0.0,0,0.0255,0.7741,1400
4240,0.050863032192939174,2280,1,3,0.4623,-0.4104,0.5376,0.1667,0,2,9,0.0,0.0,1.0,0.5377,0.0,2,0.2,0.5376,4020
2860,0.4434979367520602,2530,2,1,0.1154,0.3287,0.8846,0.3333,1,49,1076,0.06,0.0699,0.0,0.8846,0.7067,1,0.0223,0.8143,1590
7210,0.22048291204847537,5750,2,3,0.2025,0.018,0.7977,0.3333,0,1,23,0.0,0.0042,0.8365,0.7975,0.0801,1,0.149,0.7937,5620
10600,0.21521248141402988,7850,6,1,0.2594,-0.0443,0.741,1.0,1,17,332,0.0303,0.0679,1.0,0.7406,0.0,1,0.1858,0.6726,8320
580,0.1928703226348047,340,5,4,0.4138,-0.2241,0.5803,0.8333,1,58,629,0.06,0.0172,1.0,0.5862,0.0,1,0.1263,0.5606,470
610,0.4951478406878232,340,6,5,0.4426,0.0492,0.5553,1.0,1,10,140,0.0156,0.0656,0.8,0.5574,0.333,1,0.0557,0.5,310
5010,0.39980928272953575,3600,4,1,0.2814,0.1178,0.7181,0.6667,0,4,1,0.0,0.0459,0.41,0.7186,0.6542,2,0.0953,0.6725,3010
75600,0.22126215275252575,71390,3,0,0.0557,0.1656,0.9443,0.5,1,31,305,0.0432,0.0173,0.0,0.9443,0.7824,1,0.053,0.927,58870
3780,0.1036713404132345,2700,4,5,0.2857,-0.1825,0.7144,0.6667,1,57,680,0.06,0.0714,1.0,0.7143,0.0,0,0.2227,0.6419,3390
1520,0.153775924936761,1310,1,4,0.1382,0.0132,0.8621,0.1667,0,4,24,0.0,0.0,0.8261,0.8618,0.0512,1,0.1105,0.8621,1290
13150,0.3182529399488682,10940,6,1,0.1681,0.1506,0.8321,1.0,0,0,5,0.0,0.0783,0.0549,0.8319,1.0,2,0.1493,0.7538,8960
1240,0.377460765340314,670,3,5,0.4597,-0.0806,0.5363,0.5,1,48,1171,0.06,0.0161,1.0,0.5403,0.0,1,0.1175,0.5265,770
610,0.07530461585209977,530,4,4,0.1311,-0.0492,0.8727,0.6667,1,17,312,0.0295,0.082,1.0,0.8689,0.0,2,0.0421,0.7933,560
730,0.1714864902785782,490,3,4,0.3288,-0.1507,0.6686,0.5,1,23,604,0.0472,0.0411,1.0,0.6712,0.0,0,0.1263,0.6317,600
820,0.4936885105477958,780,6,5,0.0488,0.439,0.9552,1.0,0,1,20,0.0,0.061,0.0,0.9512,1.0,1,0.0082,0.886,420
1530,0.14657230974071397,1060,2,4,0.3072,-0.1634,0.6898,0.3333,0,2,6,0.0,0.0392,1.0,0.6928,0.0,2,0.2474,0.6528,1310
6520,0.21403463849401605,5860,2,2,0.1012,0.1135,0.8984,0.3333,0,0,23,0.0,0.0491,0.0,0.8988,0.5044,0,0.0335,0.8497,5120
2060,0.32030905004040505,1190,5,5,0.4223,-0.1019,0.5776,0.8333,0,0,12,0.0,0.0583,1.0,0.5777,0.0,1,0.1794,0.5177,1400
450,0.12122992794103542,350,2,4,0.2222,-0.1111,0.7782,0.3333,1,49,1188,0.06,0.0444,1.0,0.7778,0.0,1,0.0526,0.7418,400
310,0.3780021503391239,200,2,3,0.3548,0.0323,0.6308,0.3333,0,0,29,0.0,0.0645,0.8333,0.6452,0.1434,2,0.0112,0.5663,220
3960,0.3586323237066178,2430,4,2,0.3864,-0.0278,0.6132,0.6667,1,9,813,0.0415,0.0278,1.0,0.6136,0.0,2,0.0777,0.5851,2540
17530,0.3965852751922609,14390,6,2,0.1791,0.2173,0.8208,1.0,1,42,161,0.0484,0.0399,0.0,0.8209,1.0,1,0.1594,0.781,10580
310,0.0571210976895179,230,1,4,0.2581,-0.1935,0.732,0.1667,1,27,199,0.035,0.0,1.0,0.7419,0.0,1,0.0421,0.732,290
160,0.2632987883427584,150,1,5,0.0625,0.1875,0.9347,0.1667,0,1,15,0.0,0.0,0.0,0.9375,0.5833,1,0.0021,0.9347,120
3480,0.14288537955860825,2050,2,5,0.4109,-0.2672,0.5883,0.3333,1,32,425,0.049,0.069,1.0,0.5891,0.0,0,0.2948,0.5214,2980
430,0.2734846634619744,310,2,3,0.2791,0.0,0.7287,0.3333,1,56,298,0.06,0.0698,1.0,0.7209,0.0,1,0.0122,0.657,310
19040,0.2074550688731437,12320,3,2,0.3529,-0.1455,0.647,0.5,0,0,12,0.0,0.0457,1.0,0.6471,0.0,1,0.3411,0.6014,15090
12990,0.49522954905546,12530,1,1,0.0354,0.4596,0.9647,0.1667,0,0,4,0.0,0.0,0.0,0.9646,0.5833,1,0.0311,0.9647,7460
4250,0.34913590057486493,3080,3,5,0.2753,0.0729,0.7257,0.5,0,4,9,0.0,0.0094,0.5811,0.7247,0.3647,0,0.2412,0.7154,2770
1940,0.14199357790226808,1210,6,5,0.3763,-0.232,0.6252,1.0,0,3,19,0.0,0.0515,1.0,0.6237,0.0,2,0.1505,0.5746,1660
3040,0.21095035469441553,1940,4,5,0.3618,-0.1513,0.637,0.6667,0,3,4,0.0,0.0033,1.0,0.6382,0.0,1,0.2268,0.6348,2400
1960,0.17089366776294512,1550,1,4,0.2092,-0.0408,0.7895,0.1667,1,53,769,0.06,0.0,1.0,0.7908,0.0,1,0.2158,0.7895,1630
390,0.11093375106563987,200,6,4,0.4872,-0.3846,0.5212,1.0,0,1,1,0.0,0.0,1.0,0.5128,0.0,2,0.1,0.5177,350
10240,0.09590221219086466,9070,3,1,0.1143,-0.0186,0.8857,0.5,0,3,29,0.0,0.0605,1.0,0.8857,0.0,1,0.0791,0.825,9260
13850,0.36172747123846727,10090,2,1,0.2715,0.0903,0.7286,0.3333,1,55,698,0.06,0.0664,0.501,0.7285,0.4252,1,0.2541,0.662,8840
670,0.19628956891987492,490,1,5,0.2687,-0.0746,0.7371,0.1667,1,13,775,0.044,0.0,1.0,0.7313,0.0,2,0.0371,0.7371,540
5330,0.18349494474653744,4710,1,2,0.1163,0.0675,0.883,0.1667,1,19,833,0.0523,0.0,0.2653,0.8837,0.2764,1,0.0315,0.883,4350
1750,0.09196875251312506,1190,3,4,0.32,-0.2286,0.6797,0.5,1,19,1041,0.06,0.0686,1.0,0.68,0.0,0,0.2947,0.6114,1590
870,0.06204109515882765,840,5,4,0.0345,0.023,0.9671,0.8333,1,18,852,0.0521,0.0345,0.2,0.9655,0.1478,2,0.0158,0.9268,820
14260,0.24433971962689177,11730,2,0,0.1774,0.0666,0.8226,0.3333,0,4,16,0.0,0.0603,0.454,0.8226,0.2961,1,0.0318,0.7624,11580
3760,0.2336293909388953,2770,3,5,0.2633,-0.0293,0.7365,0.5,1,14,623,0.0389,0.0532,1.0,0.7367,0.0,2,0.2041,0.6834,2880
1880,0.2079298178244373,1710,2,0,0.0904,0.117,0.9074,0.3333,1,50,846,0.06,0.0053,0.0,0.9096,0.5513,1,0.0021,0.9022,1490
2390,0.20929663902153933,1850,6,5,0.2259,-0.0167,0.7743,1.0,1,23,798,0.0549,0.0167,1.0,0.7741,0.0,0,0.1113,0.7562,1890
770,0.4829071922634728,610,3,5,0.2078,0.2727,0.7948,0.5,0,2,0,0.0,0.0,0.0,0.7922,0.75,2,0.033,0.7943,410
960,0.06508745670121736,480,2,4,0.5,-0.4375,0.5049,0.3333,0,3,18,0.0,0.0,1.0,0.5,0.0,1,0.2526,0.5,900
6330,0.11541083567815627,5380,2,3,0.1501,-0.0348,0.85,0.3333,0,1,4,0.0,0.0253,1.0,0.8499,0.0,1,0.0969,0.8252,5600
2160,0.09727907794862672,1280,1,3,0.4074,-0.3102,0.5931,0.1667,1,19,824,0.052,0.0,1.0,0.5926,0.0,0,0.0898,0.5931,1950
190,0.12585062811645575,180,6,4,0.0526,0.0526,0.9722,1.0,1,47,1134,0.06,0.0,0.0,0.9474,0.3719,0,0.0053,0.9315,170
3140,0.32253587948206563,2500,6,5,0.2038,0.1178,0.7969,1.0,0,2,16,0.0,0.0,0.2673,0.7962,0.7856,0,0.132,0.7955,2130
3950,0.13068075765547849,2400,1,5,0.3924,-0.2608,0.6073,0.1667,1,22,614,0.0466,0.0,1.0,0.6076,0.0,2,0.3196,0.6073,3430
6060,0.16629451547128482,4160,5,2,0.3135,-0.1469,0.6866,0.8333,1,13,965,0.0516,0.0264,1.0,0.6865,0.0,1,0.0964,0.6601,5050
3540,0.16962942079362742,2800,4,2,0.209,-0.0395,0.7914,0.6667,1,21,187,0.0285,0.0678,1.0,0.791,0.0,1,0.0376,0.7219,2940
5980,0.10503411467211411,3000,4,1,0.4983,-0.393,0.5011,0.6667,0,3,27,0.0,0.0017,1.0,0.5017,0.0,2,0.2014,0.5,5350
13090,0.4962107010576328,8940,1,1,0.317,0.1795,0.683,0.1667,0,1,28,0.0,0.0,0.2769,0.683,0.5833,1,0.2804,0.683,8400
4840,0.3564241029779458,4590,2,2,0.0517,0.3058,0.9483,0.3333,1,44,847,0.06,0.0702,0.0,0.9483,0.7067,2,0.0127,0.8778,3110
10770,0.13962743429621916,8210,6,2,0.2377,-0.0984,0.7619,1.0,1,10,564,0.0326,0.026,1.0,0.7623,0.0,2,0.1299,0.7363,9270
33360,0.1609618100151739,31220,5,0,0.0641,0.0968,0.9357,0.8333,1,6,135,0.0114,0.0621,0.0,0.9359,0.5984,1,0.0269,0.8739,27990
4120,0.07965291955398826,3420,6,2,0.1699,-0.0898,0.8299,1.0,1,34,165,0.0406,0.0704,1.0,0.8301,0.0,0,0.0355,0.7593,3790
8540,0.21697422581048276,7910,3,2,0.0738,0.1429,0.9267,0.5,0,0,15,0.0,0.0785,0.0,0.9262,0.7143,1,0.032,0.8473,6690
5910,0.3803045238242292,4190,2,2,0.291,0.0897,0.7096,0.3333,1,50,700,0.06,0.0728,0.5289,0.709,0.4225,1,0.0873,0.6356,3660
2900,0.12728118458597637,2260,5,3,0.2207,-0.0931,0.7799,0.8333,0,4,11,0.0,0.0724,1.0,0.7793,0.0,2,0.0653,0.707,2530
14670,0.453590098098744,9560,5,1,0.3483,0.105,0.652,0.8333,0,1,29,0.0,0.0613,0.5368,0.6517,0.6415,2,0.3453,0.5901,8020
15080,0.1861546455317472,11760,3,2,0.2202,-0.0338,0.7802,0.5,1,46,221,0.0548,0.0424,1.0,0.7798,0.0,0,0.1685,0.7375,12270
36680,0.14159407363852272,20910,4,0,0.4299,-0.2884,0.5702,0.6667,0,3,29,0.0,0.0403,1.0,0.5701,0.0,1,0.1984,0.5297,31490
14340,0.46887456657245125,10770,4,1,0.249,0.2197,0.7509,0.6667,0,4,17,0.0,0.0265,0.0625,0.751,0.8333,1,0.2412,0.7249,7620
59030,0.10576468010468563,42350,4,0,0.2826,-0.1769,0.7175,0.6667,0,0,1,0.0,0.0385,1.0,0.7174,0.0,2,0.2098,0.679,53090
1800,0.11001373585664043,1610,5,4,0.1056,0.0056,0.8928,0.8333,0,1,29,0.0,0.0222,0.9,0.8944,0.034,1,0.1,0.8748,1600
5980,0.2544159048509346,4220,2,0,0.2943,-0.0401,0.7058,0.3333,1,44,649,0.06,0.0518,1.0,0.7057,0.0,1,0.0221,0.6534,4620
11220,0.08175946651691669,8990,4,0,0.1988,-0.1168,0.8015,0.6667,0,4,24,0.0,0.0036,1.0,0.8012,0.0,1,0.0281,0.7976,10300
19770,0.2443312004530947,19170,3,2,0.0303,0.214,0.9694,0.5,0,4,2,0.0,0.0693,0.0,0.9697,0.75,1,0.0305,0.9003,14940
11150,0.41327783942756097,7090,5,1,0.3641,0.0493,0.6359,0.8333,0,1,15,0.0,0.0538,0.7614,0.6359,0.3014,1,0.2743,0.5819,6540
9830,0.08794521344610758,8670,5,2,0.118,-0.0305,0.8823,0.8333,1,41,1017,0.06,0.0092,1.0,0.882,0.0,1,0.0589,0.8733,8970
1730,0.12360860265144881,1640,1,4,0.052,0.0694,0.9496,0.1667,0,1,24,0.0,0.0,0.0,0.948,0.2697,0,0.0474,0.9496,1520
1740,0.05011528638635457,1350,6,4,0.2241,-0.1724,0.7775,1.0,1,10,578,0.0331,0.0747,1.0,0.7759,0.0,1,0.2053,0.703,1650
49520,0.11113080703849117,46620,4,0,0.0586,0.0525,0.9414,0.6667,1,23,203,0.0311,0.0212,0.0545,0.9414,0.3008,0,0.0365,0.9202,44020
10450,0.3077221156925437,9090,1,2,0.1301,0.178,0.8703,0.1667,0,1,12,0.0,0.0,0.0,0.8699,0.5833,2,0.069,0.8703,7890
310,0.11108670447067022,200,4,1,0.3548,-0.2581,0.6301,0.6667,1,13,63,0.0155,0.0968,1.0,0.6452,0.0,1,0.0074,0.5508,280
510,0.09841869275562366,440,1,1,0.1373,-0.0392,0.8692,0.1667,0,0,25,0.0,0.0,1.0,0.8627,0.0,1,0.0047,0.8692,460
32970,0.21264714580122418,22030,5,0,0.3318,-0.1192,0.6682,0.8333,1,22,920,0.0588,0.0209,1.0,0.6682,0.0,1,0.1376,0.6472,25960
1670,0.12295966273574309,1400,3,5,0.1617,-0.0359,0.8399,0.5,0,0,12,0.0,0.0539,1.0,0.8383,0.0,2,0.0557,0.7873,1460
11570,0.4392308716617428,5870,6,1,0.4927,-0.0536,0.5071,1.0,0,1,18,0.0,0.0078,1.0,0.5073,0.0,1,0.3851,0.5,6490
2350,0.351869381755579,2270,6,5,0.034,0.3191,0.9647,1.0,1,22,144,0.0278,0.0638,0.0,0.966,1.0,0,0.0165,0.9036,1520
5210,0.2431060238511914,4290,1,3,0.1766,0.0672,0.8238,0.1667,1,10,573,0.0329,0.0,0.4488,0.8234,0.2699,1,0.0939,0.8238,3940
3560,0.08729145985766924,3420,1,5,0.0393,0.0478,0.9614,0.1667,1,25,1022,0.06,0.0,0.0,0.9607,0.1968,1,0.0289,0.9614,3250
14950,0.18290817430337636,7890,4,0,0.4722,-0.2896,0.5275,0.6667,1,58,871,0.06,0.0274,1.0,0.5278,0.0,0,0.0888,0.5,12220
8600,0.38094823952271245,7490,2,3,0.1291,0.2523,0.8713,0.3333,0,1,29,0.0,0.0372,0.0,0.8709,0.6667,1,0.1133,0.8333,5320
2350,0.5152953416969878,1790,6,1,0.2383,0.2766,0.761,1.0,1,23,102,0.0271,0.0426,0.0,0.7617,1.0,0,0.0378,0.7206,1140
13890,0.37489930935361276,12340,4,2,0.1116,0.2635,0.8883,0.6667,1,38,577,0.06,0.0432,0.0,0.8884,0.8833,1,0.0787,0.8452,8680
9500,0.2557578711378013,5730,6,3,0.3968,-0.1411,0.6033,1.0,1,35,551,0.057,0.0084,1.0,0.6032,0.0,1,0.3847,0.5945,7070
